Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters,MCS
-5.0,3.0,0.6,1561.0,1561.0,0,0,0,0,400
-5.0,3.0,0.6,2214.0,2214.0,0,0,0,0,400
-5.0,3.0,0.6,2419.0,2419.0,0,0,0,0,400
-5.0,3.0,0.6,2419.5,2419.5,0,0,0,0,400
-5.0,3.0,0.6,1986.5,1986.5,0,0,0,0,400
-5.0,3.0,0.6,2493.5,2493.5,0,0,0,0,400
-5.0,3.0,0.7,1711.0,1711.0,0,0,0,0,400
-5.0,3.0,0.7,3499.5,3499.5,0,0,0,0,400
-5.0,3.0,0.7,2414.0,2414.0,0,0,0,0,400
-5.0,3.0,0.7,1654.0,1654.0,0,0,0,0,400
-5.0,3.0,0.7,2564.5,2564.5,0,0,0,0,400
-5.0,3.0,0.7,2658.5,2658.5,0,0,0,0,400
-5.0,3.0,0.7,2148.0,2148.0,0,0,0,0,400
-5.0,3.0,0.7,2497.5,2497.5,0,0,0,0,400
-5.0,3.0,0.7,2407.0,2407.0,0,0,0,0,400
-5.0,3.0,0.7,2640.5,2640.5,0,0,0,0,400
-5.0,3.0,0.7,2589.0,2589.0,0,0,0,0,400
-5.0,3.0,0.7,2325.0,2325.0,0,0,0,0,400
-5.0,3.0,0.8,1920.0,1920.0,0,0,0,0,400
-5.0,3.0,0.8,2273.0,2273.0,0,0,0,0,400
-5.0,3.0,0.8,3930.0,3930.0,0,0,0,0,400
-5.0,3.0,0.8,2478.0,2478.0,0,0,0,0,400
-5.0,3.0,0.8,1837.0,1837.0,0,0,0,0,400
-5.0,3.0,0.8,2450.0,2450.0,0,0,0,0,400
-5.0,3.0,0.8,2428.0,2428.0,0,0,0,0,400
-5.0,3.0,0.8,2494.5,2494.5,0,0,0,0,400
-5.0,3.0,0.8,2575.0,2575.0,0,0,0,0,400
-5.0,3.0,0.8,2337.5,2337.5,0,0,0,0,400
-5.0,3.0,0.8,2256.0,2256.0,0,0,0,0,400
-5.0,3.0,0.8,2436.0,2436.0,0,0,0,0,400
-5.0,3.0,0.9,2010.0,2010.0,0,0,0,0,400
-5.0,3.0,0.9,1881.0,1881.0,0,0,0,0,400
-5.0,3.0,0.9,1650.0,1650.0,0,0,0,0,400
-5.0,3.0,0.9,2042.0,2042.0,0,0,0,0,400
-5.0,3.0,0.9,2488.0,2488.0,0,0,0,0,400
-5.0,3.0,0.9,3123.5,3123.5,0,0,0,0,400
-5.0,3.0,0.9,2088.5,2088.5,0,0,0,0,400
-5.0,3.0,0.9,2499.0,2499.0,0,0,0,0,400
-5.0,3.0,0.9,2248.5,2248.5,0,0,0,0,400
-5.0,3.0,0.9,3507.0,3507.0,0,0,0,0,400
-5.0,3.0,0.9,3105.0,3105.0,0,0,0,0,400
-5.0,3.0,0.9,3013.0,3013.0,0,0,0,0,400
-5.0,3.0,1.0,2395.0,2395.0,0,0,0,0,400
-5.0,3.0,1.0,1960.0,1960.0,0,0,0,0,400
-5.0,3.0,1.0,2357.0,2357.0,0,0,0,0,400
-5.0,3.0,1.0,2369.5,2369.5,0,0,0,0,400
-5.0,3.0,1.0,1940.0,1940.0,0,0,0,0,400
-5.0,3.0,1.0,2070.0,2070.0,0,0,0,0,400
-5.0,3.0,1.0,2291.0,2291.0,0,0,0,0,400
-5.0,3.0,1.0,2693.0,2693.0,0,0,0,0,400
-5.0,3.0,1.0,2414.5,2414.5,0,0,0,0,400
-5.0,3.0,1.0,1857.0,1857.0,0,0,0,0,400
-5.0,3.0,1.0,2129.0,2129.0,0,0,0,0,400
-5.0,3.0,1.0,2506.0,2506.0,0,0,0,0,400
-5.0,6.0,0.0,2248.5,2248.5,0,0,0,0,400
-5.0,6.0,0.0,1816.0,1816.0,0,0,0,0,400
-5.0,6.0,0.0,2430.0,2430.0,0,0,0,0,400
-5.0,6.0,0.0,2148.0,2148.0,0,0,0,0,400
-5.0,6.0,0.0,1765.0,1765.0,0,0,0,0,400
-5.0,6.0,0.0,2397.0,2397.0,0,1,0,0,400
-5.0,6.0,0.0,1728.5,1728.5,0,0,0,0,400
-5.0,6.0,0.0,2466.0,2466.0,0,0,0,0,400
-5.0,6.0,0.0,3238.5,3238.5,0,0,0,0,400
-5.0,6.0,0.0,2130.5,2130.5,0,0,0,0,400
